Blue Light (Forward),Blue Light (Reverse),Radio Waves (Forward),Radio Waves (Reverse),Red Light (Forward),Red Light (Reverse),White Light (Forward),White Light (Reverse)
3.8543587,32.41365,23.804195,228.61432,68.17076,219.06529,15.320236,67.575966
41.96916,2.1332397,30.518703,342.871,81.75456,214.50183,14.080577,19.943604
46.18033,59.134106,29.292679,304.63538,60.37853,211.49,171.76585,64.56905
5.320422,68.54558,8.612179,95.833115,46.84119,171.71117,168.15384,49.93268
1.3942415,9.765593,35.135582,227.80852,13.6238365,211.18819,83.40118,26.275042
11.275912,6.687995,18.6948,305.97125,3.7164037,313.5019,108.82779,47.793873
14.932275,19.17923,108.29291,87.35216,28.64615,375.79425,81.167404,38.11608
21.774982,27.875961,172.92416,15.139811,5.5884094,325.9997,123.18684,25.531721
25.23373,90.501,313.26193,41.41308,68.44184,319.3451,51.682453,38.182663
30.264072,122.13067,4.297381,15.877881,75.04819,266.51016,18.706982,9.3708105
12.074407,22.613394,29.810253,117.78512,63.467285,149.57877,42.423275,26.387411
36.170994,79.93981,30.191072,41.670124,56.149006,127.09479,8.44621,3.6713095
41.167545,53.769596,48.261436,64.149925,69.190445,129.73006,21.37752,22.858913
9.989889,52.762222,28.507914,5.236359,50.214622,63.28097,13.045139,128.83047
8.0753,173.2998,8.313538,7.4954157,11.414656,66.115585,5.112233,106.40213
6.867825,131.54399,48.18565,70.489555,26.213573,332.37225,8.459805,27.199688
7.0428586,25.553226,14.973035,34.02339,78.012375,193.49722,54.828373,31.558096
15.197899,32.26831,32.65691,6.7711124,121.15651,7.506887,31.342299,21.22637
16.075905,60.1137,9.902344,112.14807,55.472214,14.0204315,18.309742,10.704058
5.8221407,113.460266,40.37874,75.81551,16.151054,32.91836,35.131138,6.854037
11.856046,234.85687,99.79753,4.94695,25.414335,35.767586,84.315926,96.55227
19.951126,180.84178,54.753624,33.526653,28.63784,9.385077,88.36909,63.015045
7.7985497,38.855644,33.314064,27.020882,36.494617,14.212979,46.517025,21.090755
22.966822,179.2585,14.220306,112.792435,35.588158,40.415966,11.189077,33.709675
29.11343,113.50206,17.397703,98.334885,25.65744,9.704558,18.706253,16.361828
12.790604,24.666742,3.736609,30.494392,14.811599,9.542303,125.50517,14.583249
13.13534,56.342373,82.62206,23.10802,4.5746384,3.2678847,131.7889,90.08075
17.151022,21.520588,49.11379,64.06891,9.572835,5.6798897,124.85872,106.50941
59.522514,118.86781,19.562733,88.4498,23.76966,38.433853,48.941998,32.493908
40.48612,152.188,46.531937,39.807396,12.660162,82.08359,5.743699,62.850163
7.133202,178.07014,66.35222,57.35344,50.26258,69.462906,20.33662,127.5266
8.909153,41.07041,76.26915,11.386116,75.18856,31.399813,33.166546,163.01866
30.328066,119.18326,42.9774,16.811058,7.9835486,33.093056,94.550995,62.03317
15.86736,73.6353,34.286724,23.32659,33.11655,77.64375,76.842514,13.132154
111.649864,29.450548,16.842505,19.864895,96.03932,31.584127,77.73821,26.442913
26.642593,92.89542,5.768022,22.779463,143.28464,44.846977,129.55879,47.539146
13.39539,44.586,37.875793,41.598682,136.33134,16.94415,59.217873,134.72517
6.231733,50.646343,72.273056,25.597483,88.38835,28.894148,107.59185,86.75279
10.311587,50.37314,3.5043528,92.464485,57.838737,11.142897,4.063763,492.62207
27.634151,18.152416,97.508446,8.778728,73.22096,20.0628,52.57536,87.92422
130.69281,28.175709,46.694828,20.780916,38.870644,24.457872,90.87068,64.57028
67.04368,38.478447,14.146347,29.617111,35.924202,13.982208,102.88225,447.3572
13.718981,32.647728,44.244293,10.093136,19.57015,53.529037,83.39347,229.0154
4.6346498,93.01533,74.76911,3.7745724,29.321058,4.819046,17.654543,57.75255
17.541197,296.52603,26.166605,4.575753,38.112823,22.276413,15.083785,417.92172
65.885345,499.90842,51.920002,15.040166,21.281824,8.493421,32.315388,425.32422
118.83023,509.899,28.989466,72.33639,22.469347,5.984001,47.32516,98.82374
35.786488,490.1684,21.201153,66.43333,6.780109,19.683403,14.1107,192.72484
43.492516,382.6877,13.574874,19.25761,2.8193798,39.251286,47.69173,163.40404
7.4765773,409.42874,43.904736,8.103862,22.439447,206.01257,73.52509,112.18984
117.87701,324.34573,149.74982,11.462824,57.98455,371.71426,4.2320337,78.90433
41.48085,65.06958,123.18958,96.3508,33.57087,452.31744,51.58233,108.28859
37.558216,29.644772,22.594103,137.4895,4.82018,492.36066,105.63499,120.99697
89.48309,51.073837,109.97462,14.664399,7.3395314,411.4006,80.94167,41.864536
223.65138,40.43353,215.89124,21.103807,23.687273,424.5362,28.03376,104.37412
308.76105,17.283806,234.49435,150.09546,5.305743,472.46094,41.45857,83.32639
54.141335,25.348913,175.96748,325.87158,26.219313,257.67218,55.16599,15.578843
6.2309203,332.507,225.2316,393.30804,5.3587074,113.56888,21.657944,12.969743
32.14765,504.73938,460.7965,220.74338,39.586567,143.14424,67.97332,81.69161
23.768202,559.8981,278.45633,4.7561564,35.641216,135.61755,78.92173,15.753957
149.98062,476.05276,47.92113,116.804825,3.8085122,160.82837,5.3341675,120.79517
161.40056,337.61957,25.120975,40.19124,35.79994,221.40144,34.42077,62.60104
424.63983,424.04962,28.549917,36.453636,17.86901,276.5995,37.986073,250.91762
322.84982,352.7277,45.048786,150.96576,11.836431,285.5308,8.456361,535.0739
11.725379,180.03992,0.90503013,146.18391,15.443836,346.874,8.505171,500.72473
27.483288,41.401886,24.053198,87.30494,18.633759,482.73962,21.415567,307.83347
103.62796,2.4588535,6.4564314,35.175564,24.774048,548.1568,16.885311,312.19437
5.5940156,44.75874,8.083781,69.2421,25.00117,419.6415,101.45041,289.1214
69.286766,144.09244,5.8846893,29.436579,17.474173,240.63312,44.371807,202.51169
147.7392,337.48376,64.058815,2.0347798,43.757988,350.72723,15.1386385,222.06528
128.99022,530.0377,16.894718,3.7863922,34.05656,418.79684,21.228682,212.26694
12.843273,577.8293,13.833055,3.7071686,40.435825,348.92325,17.6473,162.8238
1.9562685,407.0958,35.35788,13.521075,149.6449,368.16254,20.574406,221.28796
50.45322,309.50278,45.976738,103.45362,147.36082,365.86795,22.610043,254.99092
39.968304,171.30461,38.461803,106.05128,151.04138,374.69653,19.612286,15.824987
57.13339,36.4479,34.555378,31.087193,179.6737,195.98781,32.609905,54.606426
42.595585,70.50172,13.544799,14.807211,209.54434,67.295296,16.475729,27.58966
21.645117,57.167717,18.339352,9.266371,140.52272,45.544956,15.971848,11.592567
23.414843,23.414492,220.7015,13.467206,27.001474,6.3392234,44.359325,16.47298
32.26386,69.15077,221.81715,29.218172,39.363205,66.58313,37.400883,98.7999
15.699014,276.76895,144.0441,27.440111,131.75504,38.576153,32.177555,223.58247
7.051159,482.9316,107.03895,12.95207,112.34682,10.155442,35.446865,245.01997
22.927763,496.55008,116.5544,1.6067665,40.12841,31.378061,5.5458584,390.93536
38.932194,484.232,151.13245,7.350332,64.134964,3.2224178,2.944442,387.6624
45.511063,433.6108,164.8929,10.985724,187.05603,4.9771485,38.550076,531.43176
40.764404,375.60532,224.70305,34.231983,204.15106,12.550871,73.87031,594.287
38.422966,276.8842,249.86963,21.671434,146.55453,27.56212,37.238907,277.8392
64.66767,182.67697,236.36629,73.94184,207.79263,37.614403,16.067762,235.73376
49.776535,356.06357,130.26933,13.07319,212.56657,25.564003,4.244946,263.34195
40.964973,321.64383,102.851395,109.43436,163.36482,31.819777,5.9685493,120.83692
25.136833,28.484922,58.508007,0.41417405,101.5371,16.079624,84.795616,126.24368
12.45122,44.415634,95.93628,9.922647,61.136856,56.38066,88.01067,338.7408
42.12571,460.37222,190.94879,12.262937,55.523678,68.18023,28.766348,335.21582
34.612595,446.88464,102.07882,3.4095187,60.773964,34.046085,8.376701,256.80402
104.44267,60.136356,141.77101,168.39354,62.158844,130.73126,75.14711,184.10765
96.71256,16.14212,114.03118,95.57185,34.06474,261.7048,78.82502,90.341965
42.24434,40.535686,52.533493,10.265123,14.722385,387.3739,26.228512,97.20764
90.7141,57.62924,71.78652,41.501846,28.186213,516.76495,22.102673,56.068523
126.50488,23.266283,17.66076,20.438702,37.92793,445.19894,13.608113,135.80132
47.4729,31.364565,93.761505,58.96093,10.109124,239.59471,20.545397,187.59473
30.714987,55.89894,198.20544,50.150047,11.087804,235.09073,7.668034,143.20227
49.42084,11.70977,124.5231,44.46792,152.54266,343.79703,14.40689,416.13733
31.491497,355.43674,66.71417,62.201843,177.84058,149.21239,96.96632,64.089615
73.24797,33.47955,115.290054,84.05377,87.11689,122.59073,68.14246,41.59645
14.754732,116.10029,107.94158,112.639465,102.53261,153.6538,144.7952,2.0775027
66.57736,147.80675,27.470596,17.609783,133.31082,84.08282,105.133095,14.482194
87.83192,63.537937,5.5009184,20.154165,80.70304,140.01967,133.10071,60.620747
75.66186,107.31277,9.322372,125.73014,60.29999,123.35915,191.47046,42.015305
28.659319,173.08458,56.725277,140.34001,107.78121,30.488516,69.570526,32.146652
14.566063,283.85965,116.447266,148.44975,87.82621,18.102287,53.263885,24.924265
36.189064,100.5635,153.23793,33.82093,32.59801,20.536688,70.120346,23.048704
21.716225,62.988373,124.897224,144.3496,6.2513337,22.68522,285.9915,28.358921
44.896614,65.387924,87.28567,242.81657,25.976976,26.780031,490.54266,7.532941
8.460247,85.1981,55.633415,148.63841,16.686798,13.627822,215.30771,37.016575
5.602203,152.98186,65.58779,82.111336,63.916416,12.57356,90.012596,23.10318
3.7565236,142.4488,86.21895,46.798622,144.53543,8.438243,352.02072,7.1184845
104.308556,35.109108,47.150345,103.46647,54.277267,5.410245,126.60188,44.690414
90.39235,44.6616,54.919292,24.499344,37.789692,35.63267,335.49557,20.19146
32.794632,2.6400871,21.813375,87.49287,117.790665,15.726717,416.23212,33.58583
19.057981,11.505648,57.019142,46.35593,130.63115,11.045417,45.38319,46.59243
37.312355,25.113623,61.249405,59.79621,94.791885,24.372303,23.873882,17.919245
104.73734,531.4243,11.473641,42.609478,13.735666,27.887072,10.573115,4.6751857
120.01267,39.21537,20.277185,43.200996,9.3713665,47.61713,117.0791,51.05063
96.85352,83.84806,36.398388,2.766125,62.437817,7.2470493,57.759594,91.9037
70.61133,97.26306,39.497437,10.728742,71.78922,11.211005,59.289085,92.84868
145.61937,283.9811,7.7314014,43.285656,170.68771,4.8358307,73.13433,73.112114
153.26382,380.7601,6.192776,32.88557,244.66653,32.473568,61.9063,8.2417145
107.74659,459.50598,40.555996,25.818607,66.10382,27.848759,72.7312,36.340675
162.0582,441.80164,33.764942,25.6911,9.805333,9.561665,35.582867,23.77123
223.49727,338.22955,26.338408,23.808365,17.60547,6.8016686,38.70149,24.230053
190.9213,404.46967,48.23941,18.483492,38.067234,6.97503,22.6149,18.16147
15.175511,255.06505,47.075684,43.150482,7.4000516,7.4533706,210.18317,27.53641
34.589184,175.13983,28.064808,51.091434,13.247861,8.0231285,315.5743,78.39657
109.73928,167.64926,50.9613,70.316505,51.524757,5.646485,331.02994,21.95203
188.98776,16.808863,42.95011,32.383865,16.919065,1.560906,176.94807,77.502304
115.20895,12.75786,28.775545,17.463245,26.199108,0.85752946,71.39478,26.604578
40.916912,47.356495,19.853403,102.754845,85.81617,30.85395,43.241558,30.592524
62.39893,40.125393,41.061867,154.67917,157.0917,31.065485,22.432774,44.695076
17.01017,39.05038,74.55077,34.17021,187.00793,9.012163,38.782646,55.143864
6.6787415,50.6625,61.82479,121.21513,93.738556,9.458694,162.6173,38.694126
43.291405,294.6841,44.196487,34.2447,16.223343,5.3764033,350.8995,21.172892
43.773186,518.6759,38.989456,23.284925,10.21214,26.254036,74.51572,84.690025
104.72581,524.94934,32.303196,92.52265,24.941118,34.025383,45.032223,33.29335
32.795376,533.1811,29.347723,43.773586,36.16953,25.7137,91.40256,23.733059
5.8809166,429.71442,39.43442,58.601093,10.401142,48.10336,194.54614,13.062439
157.3231,291.33585,3.8352025,306.39722,60.074238,84.44337,95.042366,82.39268
156.0187,242.83841,2.8933353,184.68054,50.22863,160.657,19.75812,24.699314
32.85305,158.63425,57.81495,319.86832,31.190527,202.14565,73.02038,11.801544
311.28247,86.62843,12.490863,40.269897,6.6507673,189.97452,48.330845,33.12112
270.9959,147.33018,56.725677,20.775345,30.99609,202.13498,39.174328,34.184036
64.44633,220.6309,119.93103,49.7741,36.803196,228.41927,37.569965,72.16484
88.44511,248.91391,52.423428,33.637264,18.81714,167.16953,40.15373,77.50609
17.260254,354.91672,25.263445,89.653046,2.5630727,129.96838,24.443275,53.783638
46.55231,361.6068,91.38816,22.288132,20.93796,66.05236,7.0615788,9.51499
331.98602,424.27853,59.429848,37.195755,43.513344,26.400496,523.7603,87.28903
373.06326,404.5702,55.937164,68.849144,15.560305,41.949432,17.010107,42.17646
87.757545,258.73233,59.747005,43.256523,10.531511,34.18162,114.34511,61.46088
414.14984,235.85815,78.92337,51.29697,7.083063,10.951696,6.446168,18.450224
372.87463,150.2291,97.196754,185.34354,14.040335,27.993708,38.657906,22.389723
22.094397,24.046057,48.68066,50.69069,14.94638,36.29519,147.7366,58.79015
84.35542,84.39145,38.807858,14.278322,40.643497,5.9033384,171.36024,47.35918
156.56071,5.2093616,27.058434,22.76731,44.46288,17.459013,121.68075,40.28228
107.031425,299.8757,46.633076,53.5298,72.218956,10.408632,80.50186,47.00242
18.101652,509.69626,13.100082,87.229675,82.88097,13.90068,47.673943,24.564451
276.923,529.753,22.801016,52.06564,54.52834,25.329277,10.559352,39.544525
35.073223,461.21802,11.878862,5.1629868,32.084526,19.230364,36.271572,55.07071
60.32332,320.59985,388.34573,134.51668,40.530766,15.622276,40.805305,89.259384
165.15001,261.82785,242.61914,68.2563,60.752815,7.187591,80.945114,76.55098
125.67535,157.45499,111.11365,75.88518,45.77859,44.30331,20.997957,95.05834
18.509077,6.5506988,247.92973,274.1977,98.28311,20.60877,34.49505,28.787046
22.425453,40.123547,57.939545,453.4445,188.8601,4.90337,65.54741,124.29532
6.566355,31.654888,69.34089,527.2255,210.52293,24.605608,156.63094,233.5043
70.073586,178.56561,32.190132,159.20311,246.42989,26.679966,221.52641,185.89227
64.088165,388.22076,83.27478,171.58937,90.82163,7.2931314,88.25411,365.19028
38.462147,474.14932,396.8838,184.18074,56.437943,13.149218,29.91305,171.5667
50.566116,466.96143,384.75464,163.76508,95.05425,60.321682,56.915295,205.02545
70.75615,527.61,276.14496,124.45671,55.970882,48.89561,58.05211,112.973915
49.659325,542.05334,60.04784,40.146484,46.16263,12.775626,15.739651,19.283726
17.366503,563.0648,186.43777,114.14761,104.99264,45.373116,69.32227,82.296455
87.82883,565.0179,229.16568,139.23529,190.68031,7.937392,169.88339,25.30701
69.45672,493.3196,85.94636,153.668,137.65614,11.03049,257.11307,80.49974
10.514352,469.0764,23.927837,129.96382,38.68816,10.321295,254.1198,97.026985
223.2679,503.71387,24.236015,86.260864,48.185627,38.6955,144.11781,21.808466
147.28119,543.89026,58.93825,32.26017,39.935368,16.894972,72.72871,101.76807
326.67407,242.50893,37.195793,64.340744,7.87501,20.806602,78.479576,105.19533
115.09434,41.014404,30.074293,47.287514,23.684204,25.976624,130.60886,15.568696
45.30011,62.67127,40.041965,83.78115,62.51457,47.282814,121.41662,47.064884
26.919155,22.820307,18.462374,295.53085,33.760323,6.543484,103.994484,55.6303
51.181812,27.207325,6.518004,32.3261,24.365557,14.278711,24.272509,16.32977
12.3852005,13.497056,12.348091,1.9774221,28.994246,3.458256,32.645515,40.5883
92.27559,72.62921,23.152935,50.859875,27.344534,29.148643,111.99782,43.98456
21.405342,252.12245,23.043278,75.79165,40.276733,24.621744,245.6649,14.827639
18.192211,243.70148,102.73084,8.283053,31.69764,31.692982,213.86116,97.6056
35.60156,172.83984,85.509674,53.659843,45.365665,39.253643,102.4702,115.01251
45.5185,186.25229,88.0104,20.262823,80.38955,8.457287,101.34769,15.60544
19.30161,122.24018,12.7229,31.088392,101.12134,44.19531,91.41474,24.979622
6.3899293,31.869818,144.16103,22.379145,71.47488,41.381718,103.188484,107.61974
261.81342,13.158007,28.709856,34.809288,68.56892,1.7634507,46.801823,531.9068
262.07916,59.691162,44.941654,53.637074,150.52957,11.922505,59.88134,434.33542
124.9114,136.18924,39.622604,105.994736,128.63663,15.365453,167.03386,313.3616
126.572975,39.581528,80.14028,358.9566,67.054016,5.4992666,172.8765,267.0049
51.155823,57.32842,100.40291,152.33595,94.4796,86.12902,157.19592,155.4944
9.79327,16.370344,32.531315,103.37521,107.113106,88.4175,65.78579,246.58612
28.765884,41.616306,20.910713,67.92324,56.059807,42.711483,36.47653,42.247223
16.397259,4.179395,5.8728185,59.345932,41.6712,43.532104,111.81079,31.550077
278.3058,37.41155,204.43944,13.468702,104.851425,1.5821996,151.02417,40.17614
48.25032,67.911964,34.334496,99.46079,138.20358,1.5821996,45.10676,30.062908
33.109768,31.140871,81.477036,100.77888,184.57103,55.45946,97.14028,20.897894
25.421856,5.5294213,100.508224,54.85796,182.46658,180.5428,155.84,50.505116
11.899488,22.265377,90.96112,250.97513,122.19633,249.53665,49.9884,201.12157
17.539852,13.264455,38.24987,68.46837,105.87968,164.28827,6.6019125,390.03464
88.87595,21.70695,29.021372,52.611336,91.18074,58.244194,18.150774,575.0313
119.26396,5.7676654,93.45143,57.21348,72.479,145.7852,25.259031,450.1702
125.70856,15.233169,114.963425,0.8594021,46.17674,148.13338,23.052567,187.43776
51.93379,32.18755,146.24826,74.86485,19.076612,66.61385,121.908226,191.53369
72.892876,5.1897893,75.67314,31.080992,16.78471,66.92772,18.25991,137.72101
99.87772,102.822845,33.347527,83.23125,27.481396,98.090675,50.478565,91.36325
3.0486038,106.15181,78.56045,134.90118,111.520805,73.67309,46.955505,68.06941
34.23365,33.80027,72.74982,37.51886,218.89616,77.29974,105.45012,91.27509
176.11427,15.674197,142.55884,67.232086,225.42532,45.68742,62.641197,93.93814
61.68467,36.733524,155.77496,46.750465,158.76077,49.66812,59.626083,68.05304
23.60253,35.261627,166.50612,27.30353,122.68696,61.720943,38.588387,137.77121
18.703007,1.476366,62.28314,5.8830495,141.41737,74.60568,56.188274,92.39823
17.454056,64.26933,67.63745,41.42642,75.19214,133.17322,12.120975,13.174056
0.5104426,4.551138,0.45471656,9.109108,73.128944,106.34563,91.51203,56.912502
62.664383,25.475237,81.82466,37.066,129.48764,115.25634,146.1758,47.593525
27.182281,26.383635,227.76762,63.29283,66.37745,107.307816,98.34001,132.0228
80.6902,64.935234,12.516739,8.921437,9.509787,54.61349,68.07884,167.55412
10.160456,67.08232,11.191076,23.464712,11.498809,146.42668,69.82957,33.628876
5.6294966,0.9446496,19.835878,48.023827,44.989487,96.25476,69.26263,10.569141
84.332985,58.17043,14.796818,14.78448,84.27246,53.785786,44.29244,49.136124
10.481506,105.02065,15.038672,11.573695,105.949615,111.98883,61.9208,28.53432
58.180443,15.387399,68.56435,44.061268,132.07716,160.64505,84.24151,87.61406
70.053925,7.237776,42.944725,14.270692,191.09732,276.16034,100.42602,13.051671
276.73398,34.198368,52.794815,8.880501,182.5778,313.2178,143.94177,34.455326
289.39987,120.711075,5.230131,6.1599164,73.015884,275.06238,102.681496,51.693737
50.271248,113.200615,25.275366,9.470761,43.92912,289.4863,96.66037,46.20325
23.644892,2.8412433,123.203545,10.099594,28.522438,298.72443,61.194256,25.007483
70.2596,23.672712,112.48171,65.48793,15.606368,340.09943,96.104706,0.7371043
98.668335,23.37675,72.38888,73.97108,17.814575,364.67734,73.065865,42.51252
155.45126,1.8879833,21.440111,56.469894,28.299313,269.371,116.69768,17.496254
342.8945,6.0081997,11.083194,70.48286,60.364426,273.4307,121.72415,7.1522803
65.27315,20.816362,68.15199,14.238992,91.82661,323.87912,56.66717,13.126355
116.32867,44.7674,87.950874,8.257792,108.274574,233.60161,155.93034,11.722957
14.010478,9.818808,61.93597,52.5818,129.91214,186.88362,146.22145,25.28764
51.2079,17.762072,50.24074,13.549133,109.47389,224.05432,98.49311,46.62479
243.79408,8.525355,222.96288,11.157161,53.412067,193.64369,45.65983,42.94757
533.6498,3.5272846,265.44208,78.00245,47.62287,156.20412,33.935608,7.9054317
199.72395,31.47631,48.66797,39.658882,43.481224,114.63834,89.41303,38.65244
105.365715,35.971104,20.216393,22.078337,18.74546,62.341454,73.962814,92.065605
47.423157,13.379432,19.876528,10.214215,10.577205,73.57164,24.1908,56.918148
41.041466,6.879929,14.486751,15.150721,3.6165106,47.69885,51.668,5.959208
24.481613,18.793476,31.798965,40.004055,20.613758,15.652097,58.718,4.7294583
39.37151,25.251574,32.817986,25.459116,23.472172,79.89956,86.16228,13.684986
28.274647,30.67755,5.8013105,12.6888485,186.12671,15.6986,150.94156,18.937628
19.199743,34.161247,6.4367385,10.984976,312.01144,3.3582783,92.241776,52.55059
12.637728,16.453684,19.208103,36.88003,234.81975,3.9221923,51.61637,45.243828
76.34832,24.741243,119.06479,54.658215,191.96095,134.58368,5.6005244,39.4409
30.227434,13.444626,94.364555,37.799923,149.80469,119.597,5.4582977,44.80262
7.398839,78.34133,345.84253,18.42638,94.94996,151.6915,97.91782,12.437932
104.7124,79.51454,15.96619,1.8645182,117.09997,166.7361,59.747585,36.63553
50.63178,12.599366,276.3942,23.901794,101.68123,152.48085,44.13894,36.96792
21.4432,29.161722,38.58051,46.783672,51.04169,188.05692,14.730767,57.752937
187.72917,57.20375,292.13995,58.89485,60.986034,258.25488,22.19336,14.1899605
557.8889,71.79763,484.18085,48.206078,68.75607,227.9624,52.67174,10.817005
19.738993,8.455708,26.118975,5.737882,33.679337,196.67197,187.40619,50.399708
561.7121,3.0015368,44.295338,39.64814,9.201465,116.77942,135.95169,5.4825025
46.144474,5.6956797,33.478775,27.005764,98.44292,53.195873,22.865713,56.093388
221.83533,36.935387,168.94945,30.035583,78.102005,84.33026,20.177536,45.15507
250.21027,5.9407496,350.7797,14.917513,19.639017,23.761553,40.609783,17.045977
53.29356,11.552314,429.43512,45.475037,82.916245,59.55109,31.227333,5.0487394
19.096909,3.9260323,56.015793,60.988583,72.48291,28.45904,55.193256,0.8809146
35.1049,3.3089325,109.834885,174.60732,45.77747,78.17467,95.83874,32.16745
49.33468,7.72927,100.634384,182.4082,21.26284,11.268039,60.560875,36.543575
62.278076,16.085705,51.38499,33.587906,12.683917,3.7551248,111.25762,12.995827
70.87081,34.93025,111.816765,69.32242,13.7572565,7.7483397,91.89577,13.1202135
73.05313,22.349955,180.39635,28.605604,57.453564,1.1815554,104.88593,11.290445
67.248886,3.8663716,27.270803,14.428924,43.33653,5.667847,134.84367,118.88482
63.926876,30.926996,149.53519,6.1524343,18.141506,7.700292,7.4472656,127.55727
31.739569,8.447729,47.77192,32.47523,51.365505,11.362609,31.32963,174.62155
135.83032,62.798515,133.0006,30.390926,17.793926,2.1385133,97.78295,248.07762
128.41457,57.998955,106.996124,9.767218,51.996292,23.841707,104.42352,180.30533
70.28036,26.998198,22.08591,94.02626,28.897614,35.567284,53.71795,117.14657
44.14855,28.942785,27.592133,53.461075,11.639518,7.084332,127.05246,207.77402
146.4425,7.2689085,45.795837,8.726793,57.983746,6.1091156,95.28525,300.8164
166.88838,5.932707,27.707169,22.644747,43.749027,12.09988,58.13003,209.49602
130.12933,25.73079,47.045692,50.6209,22.672863,18.335726,23.323826,154.99933
104.67193,9.112512,60.008556,19.964039,34.75778,1.5355692,147.63968,52.14725
13.140718,2.2811577,13.716698,14.013399,33.454258,0.6140372,119.00128,117.36481
43.902584,63.298225,30.509966,37.698902,29.896606,35.577892,217.99008,7.2704015
31.905096,61.170555,21.47108,32.056004,30.620783,35.87895,292.9147,59.194347
57.428448,27.63211,5.3814106,26.06894,14.204025,0.75816447,36.21469,63.042015
40.830223,31.838959,5.0988107,47.773296,26.228453,3.2403326,135.01848,50.237797
14.4417925,4.368981,10.114944,8.773884,18.035515,3.0759125,264.61053,67.960236
15.058646,2.3811479,9.795946,6.6098065,36.032795,9.977948,82.805115,14.686199
56.255642,31.91038,0.43587014,3.6775603,26.158314,13.252384,20.588097,14.535761
36.624718,29.583174,2.883172,28.126356,33.474453,13.351175,41.740215,206.86319
27.397556,31.098766,20.79419,35.257294,35.264122,2.3108585,86.28577,287.13562
40.62373,8.425144,15.404687,4.9697175,33.281467,3.7744515,152.97914,278.586
192.54736,121.89761,18.578903,116.51096,1.9863533,1.1974512,158.44406,408.60944
221.12532,9.746576,31.791903,190.02853,40.10586,42.06159,186.66385,252.78648
63.351433,5.3020954,32.11666,178.91637,50.83557,41.53454,98.54082,232.75273
44.265938,5.19866,137.77614,195.12999,94.59621,4.009084,128.08345,277.0398
168.42247,15.36174,82.09014,167.16577,62.01585,27.12285,107.699974,163.07356
128.98535,3.6571698,67.20565,82.88711,18.179302,30.680601,41.5702,118.41634
42.652836,7.6391263,266.34683,17.30771,80.203445,37.55393,36.327915,23.876638
117.84691,30.911158,49.06061,24.5328,61.794945,72.07772,139.91193,79.53971
36.86251,5.240594,134.06406,20.661522,41.99806,58.009975,231.43129,247.86066
59.097782,32.229015,66.0674,1.0323083,3.1979263,145.80162,178.96138,89.63143
148.57452,32.58648,17.247183,1.3327198,119.51674,237.62473,88.678474,44.745308
153.3065,2.225711,579.1786,15.63311,241.13837,142.86499,16.905083,154.34373
121.17113,26.176418,371.057,40.26822,224.06303,110.47767,8.006147,84.344795
19.951263,22.381218,592.57745,47.599426,175.23773,157.46483,40.814297,41.176277
35.312687,4.088991,591.59204,34.11577,135.34705,62.42594,140.61829,68.259285
27.783934,63.925373,478.22995,24.387476,64.337456,100.08832,61.329464,133.17589
21.898806,2.7001953,440.7505,30.995937,1.5082054,278.15836,58.875305,23.98013
32.044224,9.490309,440.58945,6.388455,24.664188,286.26248,72.849236,24.69451
118.30492,7.7908,529.9977,20.758917,64.03064,170.95149,11.0385275,32.819492
136.64342,15.799683,490.3466,23.336435,11.754355,146.33926,35.124092,60.01963
74.67057,6.5742993,542.7404,43.632023,83.52999,111.49014,91.54333,28.685854
78.05066,4.7631164,440.73257,23.075535,23.241398,62.47624,107.81172,55.488342
38.956936,20.696787,590.7545,7.5601583,51.742893,60.027584,94.86109,16.980932
68.83089,83.36636,553.85785,24.775068,14.0227,45.12882,72.96975,46.078632
127.9929,54.888767,514.9708,23.134434,73.94181,46.803013,98.890625,32.7308
12.681389,6.236961,465.2585,9.101009,76.41911,53.981575,78.78056,22.295763
46.08293,30.682608,593.76746,25.387854,69.961655,75.27465,60.907528,8.712631
43.87844,9.708035,571.00476,45.08363,19.899815,103.233986,176.97256,28.557571
3.953971,52.705605,503.532,9.088527,83.901855,110.9121,111.71668,31.037569
4.9684424,48.510376,460.91296,10.665586,97.55662,49.22003,14.732919,80.65934
2.486545,6.080824,502.4917,3.697576,49.692005,1.888206,132.52245,59.653233
11.800578,6.493543,538.8536,3.2395902,92.02973,91.30929,116.883705,36.103153
10.952085,15.574898,551.2039,29.57132,129.85106,103.765015,27.914833,8.325809
4.475113,6.139804,461.7287,23.66219,52.858074,94.50497,45.36304,48.820774
37.925312,42.049828,526.8356,31.301947,12.560169,127.17612,40.9399,2.4044285
6.7115765,17.145277,530.49927,33.252625,20.9618,69.55573,37.152462,33.597824
8.70465,14.479289,483.41342,5.124501,29.03682,134.18211,116.00953,140.40755
3.0922565,6.3795595,402.61038,3.787391,26.872704,223.48662,56.902813,153.54352
20.809284,29.32597,433.5576,7.5824184,60.24328,163.54759,87.87128,198.8088
16.048168,26.043592,537.93427,3.7017467,100.44693,160.01407,94.84502,247.63986
21.564745,7.478832,590.5272,1.7114614,84.4627,83.85258,3.0558403,356.55588
22.947365,4.6111884,597.73486,0.13379648,71.09776,68.76737,66.67615,199.97287
15.436998,38.12204,557.5487,8.241236,18.020922,92.60861,32.600407,118.62618
19.08616,62.789284,523.06805,84.4074,7.182568,15.424149,74.926476,244.21289
84.7914,44.124744,560.5713,172.62755,36.13154,54.030834,56.04795,179.80469
